CHAVE DE ACESSO,MODELO,SÉRIE,NÚMERO,NATUREZA DA OPERAÇÃO,DATA EMISSÃO,EVENTO MAIS RECENTE,DATA/HORA EVENTO MAIS RECENTE,CPF/CNPJ Emitente,RAZÃO SOCIAL EMITENTE,INSCRIÇÃO ESTADUAL EMITENTE,UF EMITENTE,MUNICÍPIO EMITENTE,CNPJ DESTINATÁRIO,NOME DESTINATÁRIO,UF DESTINATÁRIO,INDICADOR IE DESTINATÁRIO,DESTINO DA OPERAÇÃO,CONSUMIDOR FINAL,PRESENÇA DO COMPRADOR,VALOR NOTA FISCAL,NÚMERO PRODUTO,DESCRIÇÃO DO PRODUTO/SERVIÇO,CÓDIGO NCM/SH,NCM/SH (TIPO DE PRODUTO),CFOP,QUANTIDADE,UNIDADE,VALOR UNITÁRIO,VALOR TOTAL
26240100323090000151550010000778311445412925,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,77831,REMES MAT PREST SERV,2024-01-12 12:03:00,Autorização de Uso,2024-01-16 15:25:51,00323090000151,SOLL -SERVICOS OBRAS E LOCACOES LTDA,23874090,PE,OLINDA,394544004172,MINISTERIO DA SAUDE DISTRITO SANITARIO ESPECIAL INDIGENA PE,PE,NÃO CONTRIBUINTE,1 - OPERAÇÃO INTERNA,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",586.3,,,,,,,,,
43240112889035000102550010003280411514625164,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,328041,"VENDA DE MERCADORIA ADQ OU RECEB DE TERC, DEST A NAO CONTRIB",2024-01-16 09:22:00,Autorização de Uso,2024-01-16 09:22:12,12889035000102,INOVAMED HOSPITALAR LTDA,390157570,RS,ERECHIM,394544004172,MINISTERIO DA SAUDE DISTRITO SANITARIO ESPECIAL INDIGENA PE,PE,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",2743.2,,,,,,,,,
35240103508097000217550010000052651072024018,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,5265,OUTRAS REMESSAS DE BEM DO ATIVO,2024-01-08 12:23:28,Autorização de Uso,2024-01-08 12:23:32,03508097000217,REDE NACIONAL DE ENSINO E PESQUISA - RNP,795438273115,SP,CAMPINAS,10727655000543,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA",MG,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,4948.54,,,,,,,,,
35240101559403000138550030001344161759370688,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,3,134416,REMESSA EM COMODATO,2024-01-18 13:05:00,Autorização de Uso,2024-01-18 13:06:21,01559403000138,BIO 2 IMP. E COM DE MAT. MED. HOSP. LTDA,148787084119,SP,SAO PAULO,394429010688,COMANDO DA AERONAUTICA,SP,NÃO CONTRIBUINTE,1 - OPERAÇÃO INTERNA,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",10077.0,,,,,,,,,
43240103746938001387550040001482911451453628,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,4,148291,OUTRAS SAIDAS,2024-01-04 16:46:42,Autorização de Uso,2024-01-04 16:46:47,03746938001387,BRS SUPRIMENTOS CORPORATIVOS S/A,1240336230,RS,SAO LEOPOLDO,10764307001356,INSTITUTO FED. DE EDU. CIENCIA E TEC. DA BAHIA,BA,CONTRIBUINTE ISENTO,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",2154.05,,,,,,,,,
33240111637221000191550010000271611968108323,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,27161,BONIFICACAO,2024-01-30 08:56:00,Autorização de Uso,2024-01-30 08:57:16,11637221000191,PROMOVENDO COM. E REPRES. DE MATERIAL HOSP. LTDA,78995734,RJ,RIO DE JANEIRO,394429006575,HOSPITAL CENTRAL DA AERONAUTICA,RJ,NÃO CONTRIBUINTE,1 - OPERAÇÃO INTERNA,1 - CONSUMIDOR FINAL,1 - OPERAÇÃO PRESENCIAL,88.22,,,,,,,,,
25240108761132000148558929001807301681639327,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,892,900180730,VENDA,2024-01-08 11:34:43,Autorização de Uso,2024-01-08 11:34:44,***.128.604-**,CELINA COSTA DE SOUZA,-1,PB,SAO BENTO,5526783000408,"MINISTERIO DO DESENVOLVIMENTO SOCIAL, FAMILIA E COMBATE A FO",DF,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,1733.28,,,,,,,,,
21240103526252000147558902430102691512381960,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,890,243010269,DA DE PRODUCAO DO ESTABELECIMENTO,2024-01-24 09:58:39,Autorização de Uso,2024-01-24 08:56:59,***.654.363-**,MARINILDE BELFORT MATOS,-1,MA,SAO LUIS,5526783000165,"MINISTERIO DO DESENVOLVIMENTO E ASSISTENCIA SOCIAL, FAMILIA",AM,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,3498.2,,,,,,,,,
35240149287841000110550010000011321004038030,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,1132,Venda,2024-01-02 05:49:00,Autorização de Uso,2024-01-02 06:34:49,49287841000110,HS-CPQ TECNOLOGIA LTDA,122949078110,SP,CAMPINAS,5055128000176,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,PB,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,1842.0,,,,,,,,,
53240109255999000194550010000000781887290010,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,78,Venda,2024-01-18 14:27:34,Autorização de Uso,2024-01-18 14:27:35,09255999000194,"HPL CONSTRUCAO, SEGURANCA E SERVICOS EIRELI",798750700136,DF,BRASILIA,2313673000208,1441 - AGENCIA NAC DO PETROLEO GAS NAT E,RJ,NÃO CONTRIBUINTE,1 - OPERAÇÃO INTERNA,0 - NORMAL,1 - OPERAÇÃO PRESENCIAL,20200.0,,,,,,,,,
52240151607431000151550010000001151860625614,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,115,Venda Fora do Estado,2024-01-10 12:36:00,Autorização de Uso,2024-01-10 12:36:05,51607431000151,F & K BRASIL LTDA,200619381,GO,GOIANIA,10626896000687,INSTITUTO FEDERAL DE EDUCAÇÃO - CAMPUS SJE,MG,CONTRIBUINTE ICMS,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,"2 - OPERAÇÃO NÃO PRESENCIAL, PELA INTERNET",5441.64,,,,,,,,,
43240104004419000172550000000468521472674279,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,0,46852,VENDA DE MERCADORIAS,2024-01-29 11:19:17,Autorização de Uso,2024-01-29 12:43:29,04004419000172,RE SOL COMERCIO DE FRUTAS E LEGUMES LTDA,963198726,RS,PORTO ALEGRE,9603878000196,COLEGIO MILITAR DE PORTO ALEGRE,RS,NÃO CONTRIBUINTE,1 - OPERAÇÃO INTERNA,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,191.48,,,,,,,,,
41240129614830000190550010000078741140340810,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,7874,REMESSA EM BONIFICACAO DOACAO OU BRINDE,2024-01-04 17:17:33,Autorização de Uso,2024-01-04 17:17:55,29614830000190,MEDITON FARMACEUTICA LTDA ME,9077196770,PR,PATO BRANCO,394502034200,COMANDO DA MARINHA,RJ,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,30.0,,,,,,,,,
41240147776164000179550010000002911000051442,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,291,VENDA INTEREST. DESTINADA A NAO CONTRIBUINTE,2024-01-19 00:00:00,Autorização de Uso,2024-01-19 10:52:05,47776164000179,WOLVES GROUP AND COLI INK BUSINESS LTDA,9096314830,PR,MARINGA,10271737000100,12 REGIMENTO DE CAVALARIA MECANIZADO,RS,CONTRIBUINTE ISENTO,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,760.0,,,,,,,,,
53240123651234000102550010000108491171690576,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,10849,Remessa de mercadoria em consignacao mercantil ou industrial,2024-01-03 15:07:00,Autorização de Uso,2024-01-03 15:07:13,23651234000102,ARTE IMPLANTES MATERIAIS CIRURGICOS LTDA,153595339115,SP,SAO PAULO,10360293000252,HOSPITAL MILITAR DE AREA DE PORTO ALEGRE,RS,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",27170.0,,,,,,,,,
52240147341740000155550010000010801662721631,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,1080,6108-VENDA PARA CONSUMIDOR FINAL (FORA DO ESTADO),2024-01-18 15:08:00,Autorização de Uso,2024-01-18 15:12:54,47341740000155,3MARIAS DISTRIBUICAO E SERVICOS LTDA,109530985,GO,GOIANIA,394494014439,PENITENCIARIA FEDERAL EM PORTO VELHO RO,RO,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,960.0,,,,,,,,,
50240111319557000378550010001138751342870272,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,113875,VENDA DE MERC ADQUIRIDA DE TERCEIROS,2024-01-23 11:29:37,Autorização de Uso,2024-01-23 10:29:38,11319557000378,DENTECK LTDA - FILIAL03 MS,284069817,MS,MUNDO NOVO,10727655000209,IFMG/SALINAS MG - INSTITUTO FEDERAL DO NORTE DE MG,MG,CONTRIBUINTE ICMS,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",25400.0,,,,,,,,,
35240134028316923228550010003662951402138670,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,366295,RETORNO DE MATERIAL DEPOSITADO EM ARMAZEM GERAL,2024-01-16 15:08:41,Autorização de Uso,2024-01-16 16:02:06,34028316923228,EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS,112388853119,SP,CAJAMAR,378257000181,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,DF,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,131.78,,,,,,,,,
51240129111673000109550020000141631362205850,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,2,14163,"5656 Venda de combustivel ou lubrificante, adquiridos ou re",2024-01-26 10:42:46,Autorização de Uso,2024-01-26 10:42:49,29111673000109,DUME COMBUSTIVEIS BARRA DO GARCAS LTDA,137367414,MT,BARRA DO GARCAS,394429004017,COMANDO DA AERON&AACUTE;UTICA,DF,CONTRIBUINTE ISENTO,1 - OPERAÇÃO INTERNA,1 - CONSUMIDOR FINAL,1 - OPERAÇÃO PRESENCIAL,898.98,,,,,,,,,
51240119967950000118550010001417291227856484,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,141729,"5656 Venda de combustivel ou lubrificante, adquiridos ou re",2024-01-03 12:05:52,Autorização de Uso,2024-01-03 12:05:53,19967950000118,L. LUCIA KUHN E CIA LTDA EPP,135428165,MT,QUERENCIA,394544004504,MINISTERIO DA SAUDE,MT,NÃO CONTRIBUINTE,1 - OPERAÇÃO INTERNA,1 - CONSUMIDOR FINAL,1 - OPERAÇÃO PRESENCIAL,281.85,,,,,,,,,
13240122761584019250550010000219531214111438,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,21953,198 - Venda de Mercadoria,2024-01-10 15:07:53,Autorização de Uso,2024-01-10 15:07:57,22761584019250,FORTBRAS AUTOPECAS S.A.,54537240,AM,MANAUS,394494000560,SECRETARIA DE GESTAO E ENSINO EM SEGURANCA PUBLICA,DF,NÃO CONTRIBUINTE,1 - OPERAÇÃO INTERNA,1 - CONSUMIDOR FINAL,1 - OPERAÇÃO PRESENCIAL,1746.39,,,,,,,,,
50240129412918000120550010000132521651818922,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,13252,VENDA DE MERC. ADQUIRIDA OU RECEBIDA DE TERCEIROS,2024-01-30 16:01:00,Autorização de Uso,2024-01-30 16:01:30,29412918000120,MALTACARE DISTRIBUIDORA LTDA,284271527,MS,CAMPO GRANDE,9539711000294,HOSPITAL MILITAR DE AREA DE CAMPO GRANDE,MS,NÃO CONTRIBUINTE,1 - OPERAÇÃO INTERNA,1 - CONSUMIDOR FINAL,"3 - OPERAÇÃO NÃO PRESENCIAL, TELEATENDIMENTO",122202.6,,,,,,,,,
41240133609404000136550010000001611332303229,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,161,Venda,2024-01-15 09:42:00,Autorização de Uso,2024-01-15 09:52:38,33609404000136,MM DISTRIBUIDORA DE PRODUTOS E EQUIPAMENTOS LTDA,9087219507,PR,CURITIBA,75095679000149,UNIVERSIDADE FEDERAL DO PARANÁ,PR,NÃO CONTRIBUINTE,1 - OPERAÇÃO INTERNA,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",7486.5,,,,,,,,,
33240124875483000136550010000615131690293359,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,61513,VENDA DENTRO DO ESTADO,2024-01-26 13:23:56,Autorização de Uso,2024-01-26 13:24:47,24875483000136,ESSENCIAL RIO DISTRIB. DE PROD. MEDICOS E HOSPITALARES LTDA,87152596,RJ,NOVA IGUACU,9609235000230,HOSPITAL CENTRAL DO EXERCITO,RJ,NÃO CONTRIBUINTE,1 - OPERAÇÃO INTERNA,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,9600.0,,,,,,,,,
35240103772785001423551000002652261958305580,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,100,265226,RECEBIMENTO DE PECAS EM GARANTIA,2024-01-18 16:34:00,Autorização de Uso,2024-01-18 16:34:47,03772785001423,DAHRUJ MOTORS LTDA,244707964117,SP,CAMPINAS,394494004042,MINISTÉRIO DA JUSTIÇA,SP,NÃO CONTRIBUINTE,1 - OPERAÇÃO INTERNA,1 - CONSUMIDOR FINAL,1 - OPERAÇÃO PRESENCIAL,45.84,,,,,,,,,
33240107556125000141550010000010271001370079,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,1027,5102,2024-01-24 14:08:00,Autorização de Uso,2024-01-24 14:14:33,07556125000141,F C SILVA COMERCIO DE INFORMATICA,77969845,RJ,VOLTA REDONDA,394502054589,COMANDO DA MARINHA,RJ,NÃO CONTRIBUINTE,1 - OPERAÇÃO INTERNA,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,528.0,,,,,,,,,
33240103605534000130550000001298321747470850,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,0,129832,Outra entrada de mercadoria ou prestacao de servico nao espe,2024-01-23 16:08:00,Autorização de Uso,2024-01-23 16:08:11,03605534000130,AVFARMA ASSIST. SERV. FARMACEUTICOS LTDA,77899618,RJ,RIO DE JANEIRO,34023077000280,HOSPITAL UNIVERSITARIO GAFFREE E GUINLE,RJ,CONTRIBUINTE ISENTO,1 - OPERAÇÃO INTERNA,0 - NORMAL,0 - NÃO SE APLICA,14288.91,,,,,,,,,
53240150506565000113550010000000191368001919,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,19,VENDA,2024-01-29 15:16:00,Autorização de Uso,2024-01-30 15:17:33,50506565000113,OGATTI IMPORTS LTDA,821588200151,DF,BRASILIA,9585272000175,2 REGIMENTO DE CAVALARIA DE GUARDAS,RJ,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,"2 - OPERAÇÃO NÃO PRESENCIAL, PELA INTERNET",10799.6,,,,,,,,,
35240151566738000151550010000000831685520093,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,83,Venda de mercadoria a nao contribuinte,2024-01-22 15:57:47,Autorização de Uso,2024-01-22 15:57:47,51566738000151,GS MIRANDA LTDA,135622310116,SP,CAMPINAS,21040001000130,UNIVERSIDADE FEDERAL DE ITAJUBA,MG,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",1172.16,,,,,,,,,
35240147334422000167550010000000921112105297,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,92,Venda Fora do Estado,2024-01-21 00:49:45,Autorização de Uso,2024-01-21 00:50:01,47334422000167,DANIEL ROSA LOPES 25949024893,136559550112,SP,SAO PAULO,24098477000110,UNIVERSIDADE FEDERAL DA PARAIBA UFPB,PB,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,"2 - OPERAÇÃO NÃO PRESENCIAL, PELA INTERNET",393.9,,,,,,,,,
43240110245418000112550010000045771437361850,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,4577,VENDA DE MERCADORIAS INTER ESTADUAL - 6.102,2024-01-26 10:25:46,Autorização de Uso,2024-01-26 10:28:03,10245418000112,TMPRO COMERCIO DE ELETRO ELETRONICOS LTDA - MATRIZ,963814206,RS,PORTO ALEGRE,5055128000176,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,PB,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,"2 - OPERAÇÃO NÃO PRESENCIAL, PELA INTERNET",82265.75,,,,,,,,,
51240126588921000100550020000575441192309162,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,2,57544,VENDA,2024-01-19 23:09:16,Autorização de Uso,2024-01-19 22:09:17,26588921000100,FARIAS SANTOS E FARIA ZAMPA LTDA,131274287,MT,BARRA DO GARCAS,394544005063,MINISTERIO DA SAUDE,MT,NÃO CONTRIBUINTE,1 - OPERAÇÃO INTERNA,1 - CONSUMIDOR FINAL,1 - OPERAÇÃO PRESENCIAL,168.0,,,,,,,,,
31240114707364000110550010000604621344853230,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,60462,VENDA IND CONTA/ORD,2024-01-17 12:10:00,Autorização de Uso,2024-01-17 12:20:51,14707364000110,XCMG BRASIL INDUSTRIA LTDA,18814650080,MG,POUSO ALEGRE,43711000143,DEPT.NACIONAL DE OBRAS C SECAS,CE,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",330000.0,,,,,,,,,
23240122808990000121550010000050761000066380,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,5076,Venda de mercadoria adquirida ou recebida de terceiros em op,2024-01-15 11:57:28,Autorização de Uso,2024-01-15 11:57:28,22808990000121,B2G MEDICAL COMERCIO DE PRODUTOS MEDICOS E CIRURGICOS LTDA,64598136,CE,FORTALEZA,10764307000112,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DA BAHIA",BA,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,361.0,,,,,,,,,
23240134274233013344550000000816521563567487,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,0,81652,Vda Cmb/Lub.cons/usu.final estab.outra UF,2024-01-31 10:52:03,Autorização de Uso,2024-01-31 10:52:14,34274233013344,VIBRA ENERGIA S.A,68030703,CE,FORTALEZA,394429000100,COMANDO DA AERONAUTICA,DF,NÃO CONTRIBUINTE,1 - OPERAÇÃO INTERNA,1 - CONSUMIDOR FINAL,1 - OPERAÇÃO PRESENCIAL,2206.11,,,,,,,,,
41240178796778000146550010000033861063270258,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,3386,VENDA,2024-01-09 13:28:15,Autorização de Uso,2024-01-09 13:28:14,78796778000146,G DE BORBA - MARISKAP,1016202980,PR,CURITIBA,394429005927,COMANDO DA AERONAUTICA,DF,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,3384.58,,,,,,,,,
35240131722206000159550010000025731541527270,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,2573,Venda,2024-01-31 10:59:00,Autorização de Uso,2024-01-31 11:01:13,31722206000159,IVANETE APARECIDA MIRANDA,581124916116,SP,RIBEIRAO PIRES,10673078000120,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA- IFMS",MS,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",189.0,,,,,,,,,
31240133180160000119550010000047911648600560,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,4791,Venda a prazo,2024-01-23 09:19:43,Autorização de Uso,2024-01-23 09:19:44,33180160000119,JP COMERCIO DE PRODUTOS ALIMENTICIOS E SERVICOS EIRELI,34110590060,MG,JUIZ DE FORA,9595886000138,COMANDO DA 4 BRIGADA DE INFANTARIA LEVE MONTANHA,MG,CONTRIBUINTE ISENTO,1 - OPERAÇÃO INTERNA,0 - NORMAL,0 - NÃO SE APLICA,1178.0,,,,,,,,,
33240133702028000804550020001595111917230552,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,2,159511,RETORNO DE MERCADORIA P/ CONSERTO,2024-01-11 16:34:30,Autorização de Uso,2024-01-11 16:34:48,33702028000804,SIMCAUTO MECANICA E REPRESENTACOES LTDA,77511032,RJ,RIO DE JANEIRO,394494000560,SECRETARIA DE GESTAO E ENSINO EM SEGURANCA PUBLICA,DF,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",55000.0,,,,,,,,,
41240105360051000148550010000010821576569133,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,1082,Remessa,2024-01-17 10:54:04,Autorização de Uso,2024-01-17 10:54:22,05360051000148,TERRA SUL EDITORA LTDA,9045325501,PR,CURITIBA,378257000181,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,DF,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",994.2,,,,,,,,,
35240134028316923228550010003658491151444798,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,365849,RETORNO DE MATERIAL DEPOSITADO EM ARMAZEM GERAL,2024-01-16 12:36:10,Autorização de Uso,2024-01-16 12:39:28,34028316923228,EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS,112388853119,SP,CAJAMAR,378257000181,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,DF,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,134.65,,,,,,,,,
35240134028316923228550010003649081807897660,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,364908,RETORNO DE MATERIAL DEPOSITADO EM ARMAZEM GERAL,2024-01-12 15:34:49,Autorização de Uso,2024-01-12 16:45:07,34028316923228,EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS,112388853119,SP,CAJAMAR,378257000181,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,DF,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,139.35,,,,,,,,,
31240105731550000102550010000804471321562308,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,80447,Remessa Mercad.Como S. Remessa Ref.a Faturamento de Venda,2024-01-23 09:48:51,Autorização de Uso,2024-01-23 09:49:02,05731550000102,WEBMED SOLUCOES EM SAUDE LTDA,3672418940021,MG,JUIZ DE FORA,3568867000136,HOSPITAL DAS FORCAS ARMADAS,DF,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",16288.26,,,,,,,,,
35240161186490000157551000000169671147626930,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,100,16967,REMESSA - ENTREGA FUTURA,2024-01-24 15:05:04,Autorização de Uso,2024-01-24 15:05:14,61186490000157,EDITORA FTD S.A.,104639530113,SP,SAO PAULO,378257000181,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,DF,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",285773.95,,,,,,,,,
33240113798478000150550010000038591008060001,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,3859,VENDA,2024-01-30 13:18:00,Autorização de Uso,2024-01-30 13:26:47,13798478000150,VENTURA COMERCIO E SERVICOS DE AUTO LTDA,79457388,RJ,NOVA IGUACU,394502010700,BATALHAO NAVAL,RJ,NÃO CONTRIBUINTE,1 - OPERAÇÃO INTERNA,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,1203.34,,,,,,,,,
11240110473085000189550040000383291767672359,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,4,38329,Venda combust. lub Adq. Terceiros,2024-01-29 08:01:15,Autorização de Uso,2024-01-29 08:01:14,10473085000189,POSTO DE COMBUSTIVEL BECHI LTDA,1747321,RO,CACOAL,33787094003165,FUNDACAO INSTIT BRAS DE GEOGRAFIA E ESTATISTICA IBGE,RO,CONTRIBUINTE ISENTO,1 - OPERAÇÃO INTERNA,1 - CONSUMIDOR FINAL,1 - OPERAÇÃO PRESENCIAL,400.63,,,,,,,,,
